order_id,order_date,status,total,customer_name,city,region,employee_name
5846,2023-01-09T03:13:22,Completado,0.0,Josué Tovar,Burgos,Castilla-La Mancha,Gema Bosch
3136,2023-01-09T06:29:35,Completado,0.0,Maricela Cuevas,Córdoba,Navarra,Amalia Rubio
251,2023-01-09T07:52:19,Cancelado,0.0,Leonardo Tudela,Alicante,Madrid,René Portero
383,2023-01-10T00:26:22,Completado,0.0,Salomón Osuna,Almería,Extremadura,René Portero
3503,2023-01-10T00:37:14,Envío,0.0,Cristina Durán,Sevilla,Castilla y León,Bárbara Moreno
555,2023-01-10T01:59:40,Cancelado,0.0,Felipa Arenas,Girona,Cataluña,Amalia Rubio
3453,2023-01-10T03:38:10,Completado,0.0,Ismael Coronado,Sevilla,Castilla y León,Flavio Marí
5573,2023-01-10T05:56:17,Completado,0.0,Constanza Collado,Córdoba,Navarra,Palmira Matas
2425,2023-01-10T09:17:12,Completado,0.0,Danilo Sancho,Córdoba,Navarra,Flavio Marí
2627,2023-01-10T23:21:58,Envío,0.0,Calixta Lladó,Toledo,Murcia,Bárbara Moreno
5618,2023-01-11T00:30:11,Envío,0.0,Francisco Naranjo,Girona,Cataluña,Julio Roura
810,2023-01-11T05:36:09,Completado,0.0,Nicodemo Blanch,Burgos,Castilla-La Mancha,René Portero
1706,2023-01-11T10:44:26,Pendiente,0.0,Constanza Corominas,Teruel,Andalucía,Hernán Navarrete
3478,2023-01-11T17:38:25,Completado,0.0,Paola Bustos,Guipúzcoa,Galicia,Flavia Cueto
1417,2023-01-12T02:01:37,Completado,0.0,Gabriela Amador,Alicante,Madrid,Hernán Navarrete
2694,2023-01-12T05:25:45,Completado,0.0,Víctor Lladó,Guipúzcoa,Galicia,Elías Andres
2703,2023-01-12T06:44:43,Pendiente,0.0,Eutropio Salom,Lleida,Asturias,Elías Andres
3392,2023-01-12T07:48:01,Pendiente,0.0,Ruperto Anguita,Burgos,Castilla-La Mancha,Gabino Gargallo
2084,2023-01-12T13:30:23,Completado,0.0,Lourdes Andres,Córdoba,Navarra,Danilo Conesa
4678,2023-01-12T19:32:23,Cancelado,0.0,Galo Mateo,Burgos,Castilla-La Mancha,Julio Roura
48,2023-01-13T05:16:10,Completado,0.0,Seve Folch,Burgos,Castilla-La Mancha,Eusebio Hernandez
630,2023-01-13T05:34:28,Envío,0.0,Iris Morillo,Burgos,Castilla-La Mancha,José Valderrama
886,2023-01-13T06:36:59,Completado,0.0,Hortensia Luís,Alicante,Madrid,Reyes Arnal
4422,2023-01-13T08:08:04,Envío,0.0,Ciriaco Mayo,Vizcaya,Aragón,Danilo Conesa
3560,2023-01-13T11:20:19,Completado,0.0,Salomón Osuna,Almería,Extremadura,Hernán Navarrete
1642,2023-01-13T13:18:46,Pendiente,0.0,Leyre Yuste,Baleares,Canarias,Samu Iglesias
5431,2023-01-13T22:44:48,Completado,0.0,Constanza Collado,Córdoba,Navarra,Nilda Gonzalez
1383,2023-01-14T02:20:40,Completado,0.0,Bibiana Sancho,Vizcaya,Aragón,René Portero
4273,2023-01-14T04:06:35,Pendiente,0.0,Olga Ochoa,Alicante,Madrid,Macaria Vall
1922,2023-01-14T06:09:57,Pendiente,0.0,Guadalupe Rincón,Álava,País Vasco,Flavia Cueto
3777,2023-01-14T18:22:26,Cancelado,0.0,Amanda Berrocal,Castellón,Comunidad Valenciana,Danilo Conesa
3466,2023-01-14T18:27:50,Cancelado,0.0,Alonso Mármol,Castellón,Comunidad Valenciana,Bonifacio Talavera
5715,2023-01-15T04:01:13,Completado,0.0,Nereida Francisco,Toledo,Murcia,Amalia Rubio
3012,2023-01-15T04:29:05,Completado,0.0,Balduino Nuñez,Córdoba,Baleares,Julio Roura
2907,2023-01-15T06:34:22,Pendiente,0.0,Virgilio Requena,Córdoba,Navarra,Priscila Gargallo
1389,2023-01-15T13:05:21,Completado,0.0,Lourdes Andres,Córdoba,Navarra,Eligia Martí
3936,2023-01-15T14:18:52,Completado,0.0,Concepción Amador,Girona,Cataluña,Eligia Martí
3313,2023-01-15T18:05:28,Completado,0.0,Bruno Cortina,Lleida,Asturias,Flavia Cueto
2690,2023-01-15T18:25:51,Completado,0.0,Rodrigo Toledo,Córdoba,Baleares,Hernán Navarrete
1350,2023-01-15T21:06:59,Completado,0.0,Isabel Catalán,Baleares,Canarias,Macaria Vall
4963,2023-01-15T23:08:39,Completado,0.0,Melisa Tapia,Álava,País Vasco,Gema Bosch
1976,2023-01-16T00:56:22,Pendiente,0.0,Celia Figuerola,Burgos,Castilla-La Mancha,Nilda Gonzalez
5320,2023-01-16T02:54:18,Completado,0.0,Ismael Fabra,Álava,País Vasco,Gabino Gargallo
3268,2023-01-16T07:43:54,Cancelado,0.0,Lourdes Luna,Burgos,Castilla-La Mancha,Reyes Arnal
1708,2023-01-16T08:48:14,Cancelado,0.0,Lisandro Galán,Girona,Cataluña,Palmira Matas
4533,2023-01-16T10:16:24,Envío,0.0,Carolina Cid,Álava,País Vasco,Flavio Marí
849,2023-01-16T10:54:53,Cancelado,0.0,Leandra Barragán,Castellón,Comunidad Valenciana,Narciso Porta
4834,2023-01-16T18:03:26,Completado,0.0,Ismael Fabra,Álava,País Vasco,Samu Iglesias
219,2023-01-17T00:45:59,Completado,0.0,Luisa Boada,Córdoba,Navarra,Flavio Marí
5069,2023-01-17T03:35:31,Cancelado,0.0,Evita Giménez,Vizcaya,Aragón,Melchor Baró
3832,2023-01-17T04:02:43,Completado,0.0,Pascuala Chaves,Álava,País Vasco,Macaria Vall
1577,2023-01-17T11:26:26,Completado,0.0,Luís Guardia,Baleares,Canarias,Rosalía Estévez
3373,2023-01-17T14:43:35,Completado,0.0,Antonia Campillo,Vizcaya,Aragón,René Portero
2177,2023-01-17T16:19:04,Completado,0.0,Olimpia Camino,Girona,Cataluña,Flavia Cueto
4186,2023-01-17T21:10:21,Pendiente,0.0,Buenaventura Tamarit,Álava,País Vasco,Rosalía Estévez
4966,2023-01-17T22:25:10,Completado,0.0,Olga Salamanca,Castellón,Comunidad Valenciana,Gabino Gargallo
4251,2023-01-18T01:15:09,Completado,0.0,Olga Salamanca,Castellón,Comunidad Valenciana,Palmira Matas
5699,2023-01-18T02:50:31,Completado,0.0,Rafael Espinosa,Almería,Extremadura,Flavia Cueto
2049,2023-01-18T03:51:55,Completado,0.0,Toni Llamas,Guipúzcoa,Galicia,Gema Bosch
2214,2023-01-18T09:57:43,Completado,0.0,Saturnino Carbajo,Girona,Cataluña,Aránzazu Robledo
4753,2023-01-18T22:10:20,Completado,0.0,Olimpia Camino,Girona,Cataluña,Aránzazu Robledo
3069,2023-01-19T00:34:10,Pendiente,0.0,Delfina Izaguirre,Córdoba,Baleares,Bonifacio Talavera
3915,2023-01-19T07:30:29,Envío,0.0,Nuria Molina,Alicante,Madrid,Julio Roura
1933,2023-01-19T11:19:05,Completado,0.0,Iris Morillo,Burgos,Castilla-La Mancha,Palmira Matas
2298,2023-01-19T14:41:53,Envío,0.0,Ismael Coronado,Sevilla,Castilla y León,Priscila Gargallo
1598,2023-01-20T02:09:05,Cancelado,0.0,Vidal Soto,Lleida,Asturias,Narciso Porta
2582,2023-01-20T03:58:16,Completado,0.0,Roque Miguel,Baleares,Canarias,Elías Andres
4152,2023-01-20T09:12:08,Completado,0.0,Blanca Machado,Córdoba,Navarra,Amalia Rubio
5308,2023-01-20T18:47:19,Envío,0.0,Irene Caro,Burgos,Castilla-La Mancha,Elías Andres
2514,2023-01-20T22:29:46,Completado,0.0,Telmo Heras,Vizcaya,Aragón,Samu Iglesias
5151,2023-01-21T09:27:04,Completado,0.0,Eleuterio Esteban,Córdoba,Navarra,Bárbara Moreno
4174,2023-01-21T12:28:58,Cancelado,0.0,Felipa Arenas,Girona,Cataluña,Gema Bosch
2357,2023-01-21T15:32:59,Completado,0.0,Fausto Llanos,Álava,País Vasco,René Portero
558,2023-01-21T16:01:53,Cancelado,0.0,Ámbar Palomino,Teruel,Andalucía,Nilda Gonzalez
3934,2023-01-21T23:12:03,Completado,0.0,Jesús Goicoechea,Teruel,Andalucía,Gabino Gargallo
3922,2023-01-22T01:15:26,Completado,0.0,Clarisa Coll,Castellón,Comunidad Valenciana,Flavio Marí
5360,2023-01-22T01:35:33,Completado,0.0,Alexandra Sevillano,Castellón,Comunidad Valenciana,Flavio Marí
3550,2023-01-22T04:52:11,Completado,0.0,Felipa Barroso,Sevilla,Castilla y León,Eusebio Hernandez
3665,2023-01-22T05:20:26,Pendiente,0.0,Toni Llamas,Guipúzcoa,Galicia,René Portero
585,2023-01-22T13:19:54,Pendiente,0.0,Leonor Torrecilla,Castellón,Comunidad Valenciana,Bonifacio Talavera
3388,2023-01-22T14:14:21,Cancelado,0.0,Virginia Pascual,Castellón,Comunidad Valenciana,Narciso Porta
172,2023-01-22T22:14:30,Envío,0.0,Jimena Cerdá,Sevilla,Castilla y León,Macaria Vall
4551,2023-01-23T00:55:17,Cancelado,0.0,Pacífica Matas,Córdoba,Baleares,Flavio Marí
4589,2023-01-23T07:47:25,Completado,0.0,Nilda Cabañas,Burgos,Castilla-La Mancha,Eusebio Hernandez
2258,2023-01-23T14:50:05,Completado,0.0,Ismael Fabra,Álava,País Vasco,Amalia Rubio
4355,2023-01-24T05:04:08,Completado,0.0,Pascual Flor,Alicante,Madrid,Eusebio Hernandez
2294,2023-01-24T07:02:17,Envío,0.0,Beatriz Mate,Castellón,Comunidad Valenciana,Flavia Cueto
4695,2023-01-25T03:00:10,Envío,0.0,Roberta Castillo,Baleares,Canarias,Aránzazu Robledo
5450,2023-01-25T05:19:36,Completado,0.0,Bruno Cortina,Lleida,Asturias,Eligia Martí
3839,2023-01-25T07:02:42,Completado,0.0,Elodia Vidal,Toledo,Murcia,Palmira Matas
1342,2023-01-25T15:50:54,Cancelado,0.0,Ainara Balaguer,Sevilla,Castilla y León,Reyes Arnal
589,2023-01-25T16:14:41,Envío,0.0,Toni Llamas,Guipúzcoa,Galicia,Eligia Martí
2255,2023-01-25T21:57:23,Completado,0.0,Rubén Garriga,Guipúzcoa,Galicia,Melchor Baró
4593,2023-01-26T03:39:15,Completado,0.0,Rafael Espinosa,Almería,Extremadura,Macaria Vall
517,2023-01-26T06:32:27,Completado,0.0,Toni Llamas,Guipúzcoa,Galicia,Julio Roura
5036,2023-01-26T06:40:30,Completado,0.0,Encarna Vázquez,Toledo,Murcia,Danilo Conesa
4639,2023-01-26T12:25:26,Completado,0.0,Diego Espinosa,Baleares,Canarias,Elías Andres
5202,2023-01-26T18:26:34,Pendiente,0.0,Blanca Machado,Córdoba,Navarra,Elías Andres
2761,2023-01-26T20:01:21,Completado,0.0,Ismael Coronado,Sevilla,Castilla y León,Danilo Conesa
4103,2023-01-27T15:34:18,Cancelado,0.0,Virginia Pascual,Castellón,Comunidad Valenciana,José Valderrama
5332,2023-01-28T00:22:36,Completado,0.0,Cesar Río,Baleares,Canarias,Narciso Porta
2345,2023-01-28T09:59:41,Completado,0.0,Abigaíl Coca,Córdoba,Baleares,Elías Andres
3610,2023-01-28T10:27:45,Completado,0.0,Anacleto Real,Burgos,Castilla-La Mancha,Flavia Cueto
5021,2023-01-28T16:59:07,Completado,0.0,Salvador Cal,Girona,Cataluña,Gema Bosch
554,2023-01-28T19:55:40,Envío,0.0,Jenny Escolano,Almería,Extremadura,Eligia Martí
2201,2023-01-29T01:33:14,Completado,0.0,Aroa Blanca,Girona,Cataluña,Flavio Marí
5987,2023-01-29T02:37:31,Envío,0.0,Goyo Nieto,Córdoba,Navarra,Nilda Gonzalez
731,2023-01-29T03:57:27,Completado,0.0,Olimpia Camino,Girona,Cataluña,Priscila Gargallo
1252,2023-01-29T22:18:34,Pendiente,0.0,Imelda Ayuso,Teruel,Andalucía,Palmira Matas
1162,2023-01-29T23:50:49,Envío,0.0,Imelda Ayuso,Teruel,Andalucía,Bárbara Moreno
1167,2023-01-30T11:23:11,Completado,0.0,Severo Quintanilla,Toledo,Murcia,José Valderrama
658,2023-01-30T13:06:15,Envío,0.0,Lucas Baños,Guipúzcoa,Galicia,Hernán Navarrete
620,2023-01-31T11:46:35,Cancelado,0.0,Ana Carlos,Burgos,Castilla-La Mancha,René Portero
3109,2023-01-31T16:11:55,Completado,0.0,Benjamín Anaya,Teruel,Andalucía,Palmira Matas
1392,2023-01-31T17:30:50,Completado,0.0,Chelo Agullo,Almería,Extremadura,Bonifacio Talavera
2482,2023-01-31T18:36:37,Envío,0.0,Sancho Castell,Álava,País Vasco,Danilo Conesa
416,2023-02-01T20:44:38,Pendiente,0.0,Cesar Río,Baleares,Canarias,Elías Andres
3920,2023-02-02T04:20:43,Cancelado,0.0,Mauricio Alberola,Córdoba,Baleares,Danilo Conesa
5376,2023-02-02T04:46:08,Completado,0.0,Amalia Feliu,Almería,Extremadura,Julio Roura
147,2023-02-02T05:02:35,Completado,0.0,Telmo Heras,Vizcaya,Aragón,Elías Andres
676,2023-02-02T07:44:18,Envío,0.0,Felipa Arenas,Girona,Cataluña,Flavio Marí
5313,2023-02-02T08:28:52,Completado,0.0,Evita Giménez,Vizcaya,Aragón,Rosalía Estévez
1741,2023-02-02T14:42:14,Completado,0.0,Dulce Correa,Alicante,Madrid,René Portero
3891,2023-02-02T16:42:01,Completado,0.0,Iván Garmendia,Baleares,Canarias,Bonifacio Talavera
22,2023-02-02T17:42:12,Cancelado,0.0,Dafne Zurita,Lleida,Asturias,Flavia Cueto
3545,2023-02-02T20:36:41,Completado,0.0,Belen Girona,Teruel,Andalucía,Bonifacio Talavera
3965,2023-02-02T22:41:16,Envío,0.0,Anna Taboada,Toledo,Murcia,Nilda Gonzalez
2359,2023-02-02T22:53:31,Envío,0.0,Violeta Olivera,Córdoba,Baleares,Melchor Baró
5019,2023-02-03T00:57:16,Pendiente,0.0,Olga Salamanca,Castellón,Comunidad Valenciana,Eligia Martí
5974,2023-02-03T07:27:45,Envío,0.0,Leonardo Tudela,Alicante,Madrid,Eligia Martí
1737,2023-02-03T09:16:51,Envío,0.0,Itziar Noriega,Girona,Cataluña,Priscila Gargallo
2964,2023-02-03T12:01:55,Completado,0.0,Edelmira Borja,Alicante,Madrid,Narciso Porta
5659,2023-02-03T15:27:51,Pendiente,0.0,Lourdes Luna,Burgos,Castilla-La Mancha,Reyes Arnal
611,2023-02-03T21:23:25,Completado,0.0,Nereida Francisco,Toledo,Murcia,Samu Iglesias
3737,2023-02-03T23:33:19,Completado,0.0,Rosario Salvador,Girona,Cataluña,Gema Bosch
4817,2023-02-04T02:36:54,Pendiente,0.0,Aroa Blanca,Girona,Cataluña,Flavio Marí
5892,2023-02-05T00:26:40,Completado,0.0,Ulises Cerdán,Álava,País Vasco,Julio Roura
4488,2023-02-05T15:22:01,Cancelado,0.0,Nereida Francisco,Toledo,Murcia,Reyes Arnal
148,2023-02-05T16:23:13,Cancelado,0.0,Mónica Escribano,Toledo,Murcia,Bárbara Moreno
3079,2023-02-05T18:29:59,Envío,0.0,Aarón Zabala,Castellón,Comunidad Valenciana,Bonifacio Talavera
4858,2023-02-05T18:55:31,Completado,0.0,Andrea Rodrigo,Lleida,Asturias,Priscila Gargallo
1453,2023-02-05T21:52:58,Completado,0.0,Jonatan Rovira,Castellón,Comunidad Valenciana,Reyes Arnal
4795,2023-02-05T22:45:08,Cancelado,0.0,Rocío Pascual,Lleida,Asturias,Aránzazu Robledo
1995,2023-02-06T02:26:38,Completado,0.0,Juan Carlos Nuñez,Lleida,Asturias,Bárbara Moreno
1184,2023-02-06T03:19:00,Cancelado,0.0,Isaac Tamarit,Girona,Cataluña,Nilda Gonzalez
933,2023-02-06T09:13:33,Completado,0.0,Iris Morillo,Burgos,Castilla-La Mancha,Danilo Conesa
4298,2023-02-06T19:03:08,Completado,0.0,Rafael Espinosa,Almería,Extremadura,Narciso Porta
2402,2023-02-06T19:21:05,Completado,0.0,Diego Espinosa,Baleares,Canarias,Palmira Matas
3976,2023-02-07T06:49:02,Cancelado,0.0,Pepito Río,Álava,País Vasco,Aránzazu Robledo
1515,2023-02-07T07:39:43,Cancelado,0.0,Ciriaco Mayo,Vizcaya,Aragón,Macaria Vall
1189,2023-02-07T08:54:27,Cancelado,0.0,Eufemia Monreal,Castellón,Comunidad Valenciana,Flavia Cueto
5838,2023-02-07T15:50:47,Completado,0.0,Etelvina Manso,Lleida,Asturias,Amalia Rubio
5636,2023-02-08T07:15:23,Envío,0.0,Paulino Castilla,Almería,Extremadura,Elías Andres
1877,2023-02-08T09:33:40,Pendiente,0.0,Leonor Torrecilla,Castellón,Comunidad Valenciana,Aránzazu Robledo
1137,2023-02-08T12:45:48,Completado,0.0,Ismael Belda,Córdoba,Navarra,Flavio Marí
4765,2023-02-09T06:52:29,Completado,0.0,Simón Conde,Burgos,Castilla-La Mancha,Aránzazu Robledo
1496,2023-02-09T09:56:03,Completado,0.0,Julieta Marqués,Vizcaya,Aragón,Narciso Porta
4751,2023-02-09T19:56:13,Completado,0.0,Juan Luis Carmona,Alicante,Madrid,Melchor Baró
2738,2023-02-09T21:26:08,Completado,0.0,Cosme Morell,Córdoba,Baleares,Gabino Gargallo
3245,2023-02-10T05:59:22,Pendiente,0.0,Andrea Rodrigo,Lleida,Asturias,Elías Andres
361,2023-02-10T07:56:23,Completado,0.0,Ruperto Anguita,Burgos,Castilla-La Mancha,Elías Andres
1590,2023-02-10T08:18:33,Completado,0.0,Lisandro Galán,Girona,Cataluña,Amalia Rubio
4696,2023-02-10T18:33:08,Completado,0.0,Rosario Larrea,Lleida,Asturias,Danilo Conesa
4132,2023-02-10T22:16:58,Envío,0.0,Albano Ramos,Guipúzcoa,Galicia,José Valderrama
5976,2023-02-10T22:32:29,Envío,0.0,Goyo Nieto,Córdoba,Navarra,Samu Iglesias
5549,2023-02-11T01:05:16,Cancelado,0.0,Josefina Angulo,Córdoba,Baleares,Narciso Porta
2163,2023-02-11T12:06:53,Envío,0.0,Judith Camino,Girona,Cataluña,Flavio Marí
592,2023-02-11T15:44:48,Pendiente,0.0,Crescencia Miguel,Almería,Extremadura,Bárbara Moreno
2033,2023-02-11T16:36:43,Completado,0.0,Lisandro Cerezo,Girona,Cataluña,Reyes Arnal
1214,2023-02-12T05:00:55,Completado,0.0,Mateo Márquez,Sevilla,Castilla y León,Elías Andres
94,2023-02-12T11:42:54,Cancelado,0.0,Benjamín Anaya,Teruel,Andalucía,Julio Roura
5547,2023-02-12T23:43:18,Envío,0.0,Daniela Jara,Córdoba,Navarra,Palmira Matas
4758,2023-02-13T05:08:33,Completado,0.0,Fortunata Manuel,Baleares,Canarias,Danilo Conesa
1511,2023-02-13T07:10:17,Envío,0.0,Moisés Sanmartín,Burgos,Castilla-La Mancha,Nilda Gonzalez
934,2023-02-13T07:51:36,Completado,0.0,Delfina Izaguirre,Córdoba,Baleares,Bonifacio Talavera
2257,2023-02-13T09:50:02,Pendiente,0.0,Ana Carlos,Burgos,Castilla-La Mancha,Priscila Gargallo
5693,2023-02-13T10:49:18,Cancelado,0.0,Amanda Berrocal,Castellón,Comunidad Valenciana,Aránzazu Robledo
1071,2023-02-13T11:05:14,Completado,0.0,Abril Vallejo,Baleares,Canarias,Macaria Vall
4242,2023-02-13T13:44:14,Pendiente,0.0,Gabriela Amador,Alicante,Madrid,Julio Roura
2566,2023-02-13T21:27:46,Envío,0.0,Judith Camino,Girona,Cataluña,Reyes Arnal
5206,2023-02-14T09:46:21,Pendiente,0.0,Leyre Yuste,Baleares,Canarias,Gabino Gargallo
206,2023-02-14T16:44:22,Completado,0.0,Feliciana Llano,Castellón,Comunidad Valenciana,Bárbara Moreno
372,2023-02-14T20:31:10,Pendiente,0.0,Ainara Balaguer,Sevilla,Castilla y León,José Valderrama
1248,2023-02-14T21:42:36,Completado,0.0,Jimena Cerdá,Sevilla,Castilla y León,Flavia Cueto
2822,2023-02-15T09:28:01,Cancelado,0.0,Maxi Ropero,Sevilla,Castilla y León,Eligia Martí
5066,2023-02-15T11:56:33,Completado,0.0,Segismundo Pedraza,Girona,Cataluña,Eusebio Hernandez
5808,2023-02-15T18:19:40,Completado,0.0,Felicidad Fortuny,Alicante,Madrid,Amalia Rubio
4867,2023-02-15T19:45:03,Completado,0.0,Belen Girona,Teruel,Andalucía,Palmira Matas
5771,2023-02-15T20:39:14,Completado,0.0,Isabel Catalán,Baleares,Canarias,Flavia Cueto
4856,2023-02-15T21:53:57,Completado,0.0,Olga Salamanca,Castellón,Comunidad Valenciana,Julio Roura
2682,2023-02-16T02:03:10,Cancelado,0.0,Florencia Castrillo,Almería,Extremadura,Eligia Martí
1723,2023-02-16T02:45:30,Completado,0.0,Alonso Mármol,Castellón,Comunidad Valenciana,Melchor Baró
845,2023-02-16T05:38:32,Completado,0.0,Pepe Requena,Sevilla,Castilla y León,Samu Iglesias
4944,2023-02-16T12:14:32,Cancelado,0.0,Melisa Tapia,Álava,País Vasco,Bonifacio Talavera
5921,2023-02-16T13:39:43,Completado,0.0,Jose Angel Muro,Sevilla,Castilla y León,Flavia Cueto
1711,2023-02-16T15:08:12,Completado,0.0,Tadeo Diaz,Guipúzcoa,Galicia,Aránzazu Robledo
1969,2023-02-16T18:21:40,Completado,0.0,Amanda Berrocal,Castellón,Comunidad Valenciana,Aránzazu Robledo
4145,2023-02-16T21:24:20,Pendiente,0.0,Elodia Vidal,Toledo,Murcia,Melchor Baró
5384,2023-02-18T00:12:35,Completado,0.0,Danilo Sancho,Córdoba,Navarra,José Valderrama
1367,2023-02-18T01:48:25,Cancelado,0.0,Lourdes Andres,Córdoba,Navarra,Bonifacio Talavera
4475,2023-02-18T15:48:55,Envío,0.0,Jenaro Cabo,Vizcaya,Aragón,Elías Andres
4840,2023-02-18T20:33:31,Pendiente,0.0,Evita Giménez,Vizcaya,Aragón,Flavia Cueto
3516,2023-02-19T02:22:38,Pendiente,0.0,Dafne Oliveras,Lleida,Asturias,Elías Andres
2796,2023-02-19T07:34:02,Pendiente,0.0,Celia Figuerola,Burgos,Castilla-La Mancha,Palmira Matas
739,2023-02-19T15:55:41,Completado,0.0,Pacífica Matas,Córdoba,Baleares,Hernán Navarrete
2029,2023-02-19T19:15:06,Pendiente,0.0,Constanza Corominas,Teruel,Andalucía,Aránzazu Robledo
4180,2023-02-19T21:29:13,Pendiente,0.0,Diego Espinosa,Baleares,Canarias,Elías Andres
5487,2023-02-19T22:08:33,Completado,0.0,Felicidad Fortuny,Alicante,Madrid,Reyes Arnal
1998,2023-02-20T00:50:17,Completado,0.0,Irene Caro,Burgos,Castilla-La Mancha,Rosalía Estévez
5922,2023-02-20T03:17:20,Completado,0.0,Maricela Losa,Córdoba,Navarra,Eligia Martí
4258,2023-02-20T06:43:17,Pendiente,0.0,Francisco Gras,Lleida,Asturias,Aránzazu Robledo
1048,2023-02-20T15:41:29,Pendiente,0.0,Ulises Cerdán,Álava,País Vasco,Macaria Vall
4654,2023-02-20T16:44:27,Completado,0.0,Jonatan Fernandez,Alicante,Madrid,Palmira Matas
4694,2023-02-20T18:11:52,Completado,0.0,Blanca Machado,Córdoba,Navarra,José Valderrama
5843,2023-02-21T15:14:48,Pendiente,0.0,Violeta Olivera,Córdoba,Baleares,Gema Bosch
1544,2023-02-21T19:08:32,Completado,0.0,Virgilio Requena,Córdoba,Navarra,Priscila Gargallo
4933,2023-02-22T10:39:51,Completado,0.0,Epifanio Luque,Almería,Extremadura,Elías Andres
66,2023-02-22T15:12:02,Envío,0.0,Dulce Caro,Almería,Extremadura,Macaria Vall
3041,2023-02-22T19:20:40,Completado,0.0,Balduino Nuñez,Córdoba,Baleares,Hernán Navarrete
5702,2023-02-22T22:43:35,Completado,0.0,Micaela Cáceres,Burgos,Castilla-La Mancha,Danilo Conesa
2926,2023-02-23T08:25:55,Pendiente,0.0,Tadeo Diaz,Guipúzcoa,Galicia,Bárbara Moreno
